gene,evalue,hit,species,kTotal,kWithin,kOut,kDiff,behavioral_category,fire_ant_ortholog,honey_bee_ortholog,fpkm,ortholog,dN/dS
XLOC_017008,0,gi|332020500|gb|EGI60915.1| 2-acylglycerol O-acyltransferase 1,Acromyrmex echinatior,208.2773751,32.03900316,176.2383719,-144.1993688,all others,1,1,12.87583333,both,0.1193
XLOC_017010,NA,,,262.4032433,163.8151369,98.58810638,65.22703055,forager,0,0,27.56083333,neither,NA
XLOC_017011,NA,,,242.1930509,73.11480641,169.0782445,-95.96343809,all others,0,0,5.347916667,neither,NA
XLOC_017013,NA,,,740.6280158,368.0365402,372.5914756,-4.554935388,all others,0,0,2.29875,neither,NA
XLOC_017014,4.02E-62,gi|125901787|gb|ABN58714.1| pol-like protein,Biomphalaria glabrata,672.9832266,392.1579742,280.8252524,111.3327218,all others,0,0,6.575833333,neither,NA
XLOC_017015,2.53E-108,gi|193788713|ref|NP_001123296.1| uncharacterized protein LOC100121619,Nasonia vitripennis,583.0932107,76.53993443,506.5532763,-430.0133419,nurse,1,1,15.90708333,both,0.0064
XLOC_017016,NA,,,326.2014846,73.03014438,253.1713403,-180.1411959,nurse,0,0,8.799583333,neither,NA
XLOC_017021,3.80E-55,gi|195453282|ref|XP_002073719.1| GK12989,Drosophila willistoni,400.145882,171.3548668,228.7910152,-57.43614841,all others,1,1,12.65958333,both,0.0818
XLOC_017022,NA,,,177.224954,14.79500368,162.4299503,-147.6349466,all others,0,0,2.150833333,neither,NA
XLOC_017024,4.41E-42,gi|307183106|gb|EFN70023.1| Alkyldihydroxyacetonephosphate synthase,Camponotus floridanus,566.7493854,333.3474741,233.4019112,99.94556293,all others,0,0,4.39125,neither,NA
XLOC_017026,2.54E-62,gi|332029708|gb|EGI69587.1| Proteasome activator complex subunit 4,Acromyrmex echinatior,528.9561191,217.5380753,311.4180438,-93.87996845,all others,1,0,12.78708333,Sinv only,0.1074
XLOC_017029,3.39E-152,gi|307196762|gb|EFN78221.1| Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2,Harpegnathos saltator,767.1297503,483.5819407,283.5478095,200.0341312,all others,1,1,13.0775,both,0.3647
XLOC_017030,0,gi|307181098|gb|EFN68843.1| Protein KIAA0317,Camponotus floridanus,1744.440345,1050.312253,694.1280917,356.1841614,all others,1,1,18.27583333,both,0.0554
XLOC_017031,NA,,,210.2906563,106.9006599,103.3899964,3.510663438,all others,0,0,4.384166667,neither,NA
XLOC_017032,NA,,,199.5125173,87.30269652,112.2098207,-24.90712423,all others,0,0,1.044583333,neither,NA
XLOC_017033,7.07E-47,gi|307200205|gb|EFN80499.1| THO complex subunit 2,Harpegnathos saltator,292.7224245,131.5798298,161.1425947,-29.56276485,all others,0,0,11.93208333,neither,NA
XLOC_017034,1.39E-57,gi|327180768|gb|AEA30993.1| RE03657p,Drosophila melanogaster,474.9123651,180.6244682,294.2878969,-113.6634287,nurse,1,1,5.39625,both,0.1437
XLOC_017037,NA,,,428.2696765,49.54751389,378.7221626,-329.1746487,all others,0,0,1.52125,neither,NA
XLOC_017038,NA,,,278.5704748,51.7519873,226.8184875,-175.0665002,all others,0,0,2.17375,neither,NA
XLOC_017039,0,gi|237874213|ref|NP_001153863.1| Obg-like ATPase 1,Acyrthosiphon pisum,1063.130208,586.3406206,476.7895878,109.5510328,all others,1,1,23.25166667,both,0.3796
XLOC_017040,0,gi|332019260|gb|EGI59769.1| Protein kintoun,Acromyrmex echinatior,511.1477427,96.07281561,415.0749271,-319.0021115,all others,1,1,6.699583333,both,0.1904
XLOC_017042,1.49E-170,gi|332025111|gb|EGI65291.1| Nose resistant to fluoxetine protein 6,Acromyrmex echinatior,572.9934593,287.185507,285.8079522,1.377554806,nurse,0,1,15.71083333,Amel only,NA
XLOC_017045,0,gi|307173791|gb|EFN64578.1| Helicase sen1,Camponotus floridanus,341.9354816,111.0043796,230.9311019,-119.9267223,all others,0,1,6.80375,Amel only,NA
XLOC_017048,NA,,,390.4455169,157.2953364,233.1501806,-75.85484422,all others,0,0,1.819583333,neither,NA
XLOC_017049,NA,,,226.4795661,115.3428845,111.1366816,4.206202872,all others,0,0,1.007916667,neither,NA
XLOC_017050,0,gi|332028344|gb|EGI68391.1| AP1 subunit gamma-binding protein 1,Acromyrmex echinatior,498.6899685,236.4207913,262.2691772,-25.84838587,all others,0,1,11.00416667,Amel only,NA
XLOC_017051,0,gi|307208170|gb|EFN85645.1| AP1 subunit gamma-binding protein 1,Harpegnathos saltator,287.4043229,126.4589232,160.9453997,-34.48647646,all others,1,0,4.733333333,Sinv only,0.019
XLOC_017052,2.27E-88,gi|307189968|gb|EFN74204.1| Smoothelin-like protein 2,Camponotus floridanus,1147.788129,755.8196111,391.9685182,363.8510929,forager,1,1,148.0225,both,0.0071
XLOC_017053,6.30E-68,"gi|307188066|gb|EFN72898.1| Peptidyl-tRNA hydrolase 2, mitochondrial",Camponotus floridanus,1556.569495,562.5403697,994.0291253,-431.4887556,all others,1,1,15.6325,both,0.1537
XLOC_017054,0,gi|332020081|gb|EGI60527.1| Transmembrane protein 145,Acromyrmex echinatior,753.9339357,343.3793727,410.554563,-67.17519039,all others,1,1,7.650833333,both,0.0825
XLOC_017055,0,"gi|332020079|gb|EGI60525.1| Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",Acromyrmex echinatior,562.3790295,339.7757476,222.6032819,117.1724656,all others,1,0,7.810416667,Sinv only,0.1056
XLOC_017056,1.29E-37,gi|332020078|gb|EGI60524.1| Histone H1,Acromyrmex echinatior,150.301621,60.66484579,89.63677525,-28.97192946,all others,0,0,4.0225,neither,NA
XLOC_017057,2.74E-46,"gi|242003154|ref|XP_002422631.1| histone H4, putative",Pediculus humanus corporis,1452.063104,494.9326411,957.1304629,-462.1978218,all others,1,1,17.14666667,both,0.189
XLOC_017058,5.91E-114,gi|332020098|gb|EGI60544.1| 15-hydroxyprostaglandin dehydrogenase,Acromyrmex echinatior,223.363764,102.7245387,120.6392253,-17.91468663,nurse,1,0,9.568333333,Sinv only,0.2834
XLOC_017059,NA,,,166.1963694,64.67932601,101.5170434,-36.83771735,all others,0,0,11.1325,neither,NA
XLOC_017060,3.35E-59,gi|307209122|gb|EFN86264.1| Lachesin,Harpegnathos saltator,112.4629264,34.50526904,77.95765736,-43.45238831,all others,0,0,3.954583333,neither,NA
XLOC_017061,6.06E-129,gi|332021782|gb|EGI62128.1| General transcription factor IIE subunit 2,Acromyrmex echinatior,1046.104576,563.8616979,482.2428779,81.61881995,all others,0,0,2.212083333,neither,NA
XLOC_017062,3.17E-177,gi|332021782|gb|EGI62128.1| General transcription factor IIE subunit 2,Acromyrmex echinatior,181.5577168,19.85820457,161.6995122,-141.8413076,all others,1,1,2.431666667,both,0.0269
XLOC_017063,NA,,,190.9743337,16.07921016,174.8951235,-158.8159134,all others,0,0,1.840416667,neither,NA
XLOC_017064,NA,,,286.0905857,136.880834,149.2097517,-12.32891776,all others,0,0,1.146666667,neither,NA
XLOC_017065,NA,,,206.0493383,85.10896786,120.9403704,-35.83140256,all others,0,0,5.7775,neither,NA
XLOC_017066,7.01E-164,gi|332029146|gb|EGI69157.1| Lachesin,Acromyrmex echinatior,307.0163746,62.92781555,244.088559,-181.1607435,all others,1,1,4.850833333,both,0.306
XLOC_017069,1.46E-143,gi|332017097|gb|EGI57896.1| Transmembrane protein 173,Acromyrmex echinatior,1617.872834,810.3966449,807.4761888,2.920456144,forager,1,1,25.01958333,both,0.2976
XLOC_017070,0,gi|307199027|gb|EFN79751.1| Macoilin,Harpegnathos saltator,586.7905662,384.194774,202.5957921,181.5989819,all others,1,1,16.90958333,both,0.0654
XLOC_017071,NA,,,305.0018978,143.9977571,161.0041407,-17.00638352,all others,0,0,2.546666667,neither,NA
XLOC_017072,1.62E-98,gi|332017480|gb|EGI58203.1| Fatty acid synthase,Acromyrmex echinatior,233.2795563,116.0912614,117.1882949,-1.097033467,all others,0,0,6.003333333,neither,NA
XLOC_017075,0,gi|307186141|gb|EFN71866.1| Growth hormone-regulated TBC protein 1-A,Camponotus floridanus,469.0999274,94.56169541,374.538232,-279.9765366,all others,1,1,12.775,both,0.1511
XLOC_017076,1.32E-148,gi|332030157|gb|EGI69951.1| Protein HEXIM1,Acromyrmex echinatior,142.7363405,73.97445196,68.76188854,5.212563424,all others,1,1,24.61916667,both,0.0184
XLOC_017077,1.93E-48,gi|307186140|gb|EFN71865.1| Mitochondrial import inner membrane translocase subunit TIM14,Harpegnathos saltator,948.6649759,165.6232542,783.0417217,-617.4184675,all others,0,0,17.81041667,neither,NA
XLOC_017078,0,gi|332030156|gb|EGI69950.1| DNA damage-binding protein 1,Acromyrmex echinatior,670.0151679,186.1975565,483.8176114,-297.6200548,all others,1,0,9.7675,Sinv only,0.2932
XLOC_017079,NA,,,289.6948154,97.4870804,192.207735,-94.72065461,all others,0,0,3.075416667,neither,NA
XLOC_017080,5.03E-53,gi|332025391|gb|EGI65558.1| Y-box factor-like protein,Acromyrmex echinatior,462.2700227,57.81271265,404.45731,-346.6445974,all others,1,1,256.45375,both,0.0903
XLOC_017081,4.73E-97,gi|307183932|gb|EFN70520.1| SET and MYND domain-containing protein 4,Camponotus floridanus,342.9325499,46.30299335,296.6295565,-250.3265632,all others,0,0,2.872916667,neither,NA
XLOC_017082,1.51E-23,gi|307183932|gb|EFN70520.1| SET and MYND domain-containing protein 4,Camponotus floridanus,397.9855555,153.9091631,244.0763924,-90.16722929,all others,0,0,1.465,neither,NA
XLOC_017083,NA,,,95.48310049,33.54872082,61.93437968,-28.38565886,all others,0,0,0.99125,neither,NA
XLOC_017085,1.51E-127,gi|332029988|gb|EGI69813.1| Sex-lethal-like protein,Acromyrmex echinatior,127.0891832,31.59289435,95.49628881,-63.90339446,all others,1,1,17.2,both,0.001
XLOC_017086,4.43E-79,gi|332020708|gb|EGI61113.1| Farnesyl pyrophosphate synthetase,Acromyrmex echinatior,485.9568478,205.9917279,279.9651199,-73.97339191,nurse,0,0,1.110416667,neither,NA
XLOC_017087,0,gi|332025500|gb|EGI65663.1| Ubiquitin-like modifier-activating enzyme 1,Acromyrmex echinatior,1236.683125,864.1038967,372.5792287,491.5246681,forager,1,1,31.37833333,both,0.0519
XLOC_017088,0,gi|332017587|gb|EGI58287.1| Tubulin polyglutamylase TTLL4,Acromyrmex echinatior,1188.642711,599.1198098,589.5229016,9.5969082,all others,1,1,6.835,both,0.0866
XLOC_017090,3.56E-151,gi|307192848|gb|EFN75902.1| Splicing factor 3A subunit 2,Harpegnathos saltator,458.5805197,172.9441103,285.6364095,-112.6922992,all others,1,1,11.74291667,both,0.001
XLOC_017091,3.96E-81,gi|307170170|gb|EFN62577.1| 60S ribosomal protein L27a,Camponotus floridanus,1544.765631,840.66343,704.1022014,136.5612287,all others,0,1,409.0875,Amel only,NA
XLOC_017093,1.94E-46,"gi|242021676|ref|XP_002431270.1| glutamate receptor, ionotropic kainate 2 precursor, putative",Pediculus humanus corporis,79.73929101,20.44821265,59.29107836,-38.8428657,all others,1,0,1.9425,Sinv only,0.1868
XLOC_017095,9.76E-135,gi|332027702|gb|EGI67770.1| Putative cytochrome P450 304a1,Acromyrmex echinatior,155.7314593,9.017705101,146.7137542,-137.6960491,all others,0,0,11.35875,neither,NA
XLOC_017096,0,gi|332025196|gb|EGI65376.1| Insulin receptor substrate 1,Acromyrmex echinatior,618.136578,222.4067243,395.7298537,-173.3231295,all others,1,1,34.82541667,both,0.0861
XLOC_017097,0,gi|307168021|gb|EFN61345.1| Multiple C2 and transmembrane domain-containing protein 2,Camponotus floridanus,457.3694518,160.0406808,297.328771,-137.2880902,all others,1,1,14.30375,both,0.3098
XLOC_017098,NA,,,284.8406485,133.7616817,151.0789668,-17.31728508,all others,0,0,6.062083333,neither,NA
XLOC_017099,NA,,,317.7795433,21.68807331,296.09147,-274.4033967,forager,0,0,9.52875,neither,NA
XLOC_017100,3.90E-104,gi|332027090|gb|EGI67186.1| Retinol dehydrogenase 12,Acromyrmex echinatior,141.5710922,62.38823412,79.18285812,-16.794624,all others,0,0,6.376666667,neither,NA
XLOC_017101,2.67E-63,gi|307180765|gb|EFN68634.1| Trans-aconitate 2-methyltransferase,Camponotus floridanus,366.0327391,201.403716,164.6290231,36.77469291,all others,1,0,1.859166667,Sinv only,0.3673
XLOC_017102,NA,,,478.6677385,91.03496687,387.6327716,-296.5978047,nurse,0,0,9.6975,neither,NA
XLOC_017103,0,gi|307198383|gb|EFN79325.1| Probable phosphoenolpyruvate synthase,Harpegnathos saltator,741.2218547,358.2858436,382.9360111,-24.65016748,all others,1,0,24.15833333,Sinv only,0.2127
XLOC_017104,NA,,,491.892733,250.876789,241.015944,9.860845028,all others,0,0,4.512083333,neither,NA
XLOC_017105,1.84E-36,gi|332020572|gb|EGI60980.1| Tyrosine-protein phosphatase Lar,Acromyrmex echinatior,87.08227435,30.28524925,56.7970251,-26.51177584,all others,1,0,4.670833333,Sinv only,0.001
XLOC_017106,2.79E-106,gi|307189447|gb|EFN73857.1| LanC-like protein 3-like protein,Camponotus floridanus,331.1317112,101.2810586,229.8506525,-128.5695939,all others,1,0,16.69291667,Sinv only,0.024
XLOC_017107,NA,,,331.5459162,67.87977547,263.6661407,-195.7863653,nurse,1,0,1.19375,Sinv only,0.1921
XLOC_017108,NA,,,310.0861078,154.147597,155.9385108,-1.790913752,all others,0,0,3.449166667,neither,NA
XLOC_017110,1.44E-151,gi|307192529|gb|EFN75717.1| Mannose-1-phosphate guanyltransferase beta,Harpegnathos saltator,1030.234365,522.6547062,507.5796588,15.07504738,all others,1,1,17.31,both,0.1553
XLOC_017111,2.97E-90,gi|307192529|gb|EFN75717.1| Mannose-1-phosphate guanyltransferase beta,Harpegnathos saltator,1111.640052,415.4866911,696.1533605,-280.6666694,all others,0,0,6.696666667,neither,NA
XLOC_017112,0,gi|332021503|gb|EGI61868.1| Transmembrane protein 214-A,Acromyrmex echinatior,1515.887549,796.9326246,718.9549241,77.97770042,all others,1,1,76.8275,both,0.1359
XLOC_017113,2.97E-65,gi|307193116|gb|EFN76033.1| Transcription factor GAGA,Harpegnathos saltator,1585.233419,909.2368278,675.9965916,233.2402362,all others,0,1,3.91625,Amel only,NA
XLOC_017114,0,gi|332021505|gb|EGI61870.1| Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,Acromyrmex echinatior,1421.788159,946.6497331,475.1384264,471.5113067,forager,1,1,38.94208333,both,0.0421
XLOC_017115,NA,,,1604.053218,982.9684222,621.0847954,361.8836268,all others,0,0,5.4925,neither,NA
XLOC_017116,NA,,,327.1452228,148.6123749,178.5328479,-29.92047291,all others,0,0,5.91375,neither,NA
XLOC_017117,NA,,,1397.019035,695.3720048,701.6470299,-6.275025062,all others,1,1,11.76083333,both,0.2248
XLOC_017119,NA,,,568.4108981,301.7306401,266.6802579,35.05038224,all others,0,0,3.880416667,neither,NA
XLOC_017120,NA,,,1633.550875,944.8682121,688.6826632,256.1855489,forager,0,1,30.96208333,Amel only,NA
XLOC_017121,NA,,,239.9952388,17.80328295,222.1919558,-204.3886729,all others,0,0,7.377916667,neither,NA
XLOC_017122,0,gi|332025395|gb|EGI65562.1| Scavenger receptor class B member 1,Acromyrmex echinatior,728.0650336,445.5417534,282.5232803,163.0184731,all others,1,1,76.31541667,both,0.06
XLOC_017123,NA,,,804.7440036,349.2896335,455.4543701,-106.1647366,forager,1,1,7.625,both,0.2796
XLOC_017124,0,gi|332025394|gb|EGI65561.1| Scavenger receptor class B member 1,Acromyrmex echinatior,932.7309573,471.2289478,461.5020095,9.726938239,forager,1,0,14.33125,Sinv only,0.2969
XLOC_017125,0,gi|332025393|gb|EGI65560.1| ATPase family AAA domain-containing protein 3,Acromyrmex echinatior,1335.7592,661.2401326,674.5190672,-13.27893455,forager,1,1,17.10583333,both,0.0715
XLOC_017128,NA,,,1469.521708,886.2870184,583.2346895,303.0523289,all others,0,0,16.22791667,neither,NA
XLOC_017129,0,"gi|332026771|gb|EGI66880.1| Type II inositol-3,4-bisphosphate 4-phosphatase",Acromyrmex echinatior,533.7137357,185.8785733,347.8351624,-161.9565891,all others,1,1,19.62375,both,0.0977
XLOC_017130,NA,,,269.0756193,127.7439254,141.3316939,-13.58776849,all others,0,0,2.367083333,neither,NA
XLOC_017131,0,gi|307172667|gb|EFN64010.1| Casein kinase I isoform epsilon,Camponotus floridanus,577.711582,245.8619246,331.8496575,-85.98773291,all others,1,1,3.48625,both,0.2972
XLOC_017134,0,gi|307206926|gb|EFN84772.1| Caskin-1,Harpegnathos saltator,1307.26981,637.6288828,669.640927,-32.01204417,all others,1,1,12.01791667,both,0.0576
XLOC_017135,NA,,,151.7361155,83.34153028,68.3945852,14.94694509,all others,0,0,10.85333333,neither,NA
XLOC_017136,3.97E-151,gi|332023303|gb|EGI63557.1| Glutathione S-transferase omega-1,Acromyrmex echinatior,1842.212311,1024.858733,817.3535772,207.5051563,all others,1,1,26.9875,both,0.0966
XLOC_017137,NA,,,484.5712346,220.7258868,263.8453478,-43.119461,nurse,0,0,10.83166667,neither,NA
XLOC_017138,7.60E-37,gi|307190437|gb|EFN74473.1| Proteasome subunit beta type-6,Camponotus floridanus,1628.578098,957.6481082,670.9299899,286.7181183,all others,1,0,16.98708333,Sinv only,0.0182
XLOC_017139,2.54E-113,gi|332023937|gb|EGI64155.1| Neurotactin,Acromyrmex echinatior,720.7897801,382.8072995,337.9824806,44.82481898,all others,0,0,2.674583333,neither,NA
XLOC_017140,NA,,,183.4657457,70.38566075,113.0800849,-42.69442416,all others,0,0,1.857083333,neither,NA
XLOC_017142,NA,,,407.3399249,178.0181058,229.3218191,-51.30371336,nurse,0,0,14.55208333,neither,NA
XLOC_017143,6.04E-19,gi|44829173|tpg|DAA04500.1| TPA_exp: pol polyprotein,Schistosoma mansoni,1121.85664,451.8963192,669.9603209,-218.0640017,all others,0,0,68.27833333,neither,NA
XLOC_017144,3.57E-67,gi|307182174|gb|EFN69514.1| Membrane-bound O-acyltransferase domain-containing protein 7,Camponotus floridanus,315.7672602,150.7631702,165.00409,-14.2409198,all others,0,0,6.848333333,neither,NA
XLOC_017145,3.14E-139,gi|307179428|gb|EFN67752.1| Probable cytochrome P450 49a1,Camponotus floridanus,295.885611,37.60307419,258.2825368,-220.6794626,all others,1,0,2.545416667,Sinv only,0.1158
XLOC_017146,0,gi|307179430|gb|EFN67754.1| Hermansky-Pudlak syndrome 5 protein-like protein,Camponotus floridanus,314.6707395,14.95514085,299.7155987,-284.7604578,all others,1,1,16.25625,both,0.1875
XLOC_017147,0,"gi|332024023|gb|EGI64241.1| Putative cytochrome P450 301a1, mitochondrial",Acromyrmex echinatior,224.9374243,92.01344898,132.9239753,-40.91052637,nurse,1,1,1.327916667,both,0.0853
XLOC_017148,NA,,,559.9821244,294.0404058,265.9417186,28.09868725,all others,0,0,11.0275,neither,NA
XLOC_017149,NA,,,988.1669533,516.3439847,471.8229686,44.52101611,all others,0,0,1.895416667,neither,NA
XLOC_017151,9.77E-80,gi|158300056|ref|XP_320060.4| AGAP009267-PA,Anopheles gambiae str. PEST,419.8845311,223.6612996,196.2232315,27.43806815,all others,1,0,24.91625,Sinv only,0.2474
XLOC_017152,0,gi|332031577|gb|EGI71049.1| Choline transporter-like protein 1,Acromyrmex echinatior,227.2209223,117.2329083,109.988014,7.244894232,all others,1,1,18.28,both,0.195
XLOC_017154,0,gi|332030332|gb|EGI70075.1| Merlin,Acromyrmex echinatior,1136.71343,562.781485,573.9319451,-11.15046009,all others,0,1,5.770416667,Amel only,NA
XLOC_017155,NA,,,283.6459203,43.80183015,239.8440901,-196.04226,all others,0,0,1.155833333,neither,NA
XLOC_017156,4.02E-173,gi|332016292|gb|EGI57205.1| RWD domain-containing protein 2A,Acromyrmex echinatior,269.51295,114.5164803,154.9964697,-40.47998933,all others,1,1,5.577083333,both,0.0953
XLOC_017157,0,gi|307166218|gb|EFN60448.1| Bardet-Biedl syndrome 7 protein,Camponotus floridanus,122.6359895,21.71374875,100.9222407,-79.20849196,all others,1,1,2.3975,both,0.1137
XLOC_017158,0,gi|307166220|gb|EFN60450.1| Transmembrane protein 184C,Camponotus floridanus,1704.91414,906.4059697,798.50817,107.8977997,all others,1,1,19.81708333,both,0.0523
XLOC_017159,0,gi|332016288|gb|EGI57201.1| Thymidylate synthase,Acromyrmex echinatior,1463.561179,144.1908967,1319.370282,-1175.179385,all others,1,1,23.56666667,both,0.0112
XLOC_017161,1.14E-127,gi|332016292|gb|EGI57205.1| RWD domain-containing protein 2A,Acromyrmex echinatior,298.2559555,98.38145305,199.8745024,-101.4930493,all others,0,1,4.485833333,Amel only,NA
XLOC_017162,0,gi|332016289|gb|EGI57202.1| Zinc finger protein 192,Acromyrmex echinatior,232.6364747,91.98819473,140.64828,-48.66008522,all others,1,1,6.596666667,both,0.0801
XLOC_017163,8.12E-44,"gi|110456474|gb|ABG74714.1| Ac1147-like protein, partial",Diaphorina citri,102.7651095,31.18658249,71.57852703,-40.39194454,all others,0,0,782.36875,neither,NA
XLOC_017165,4.05E-89,gi|332020665|gb|EGI61071.1| Survival motor neuron protein,Acromyrmex echinatior,129.7906723,12.4508534,117.3398189,-104.8889655,all others,1,1,12.50541667,both,0.1754
XLOC_017166,4.49E-153,gi|332020664|gb|EGI61070.1| Laccase-1,Acromyrmex echinatior,375.7586586,130.9371672,244.8214914,-113.8843242,all others,1,1,12.22625,both,0.2821
XLOC_017167,4.78E-124,gi|307211562|gb|EFN87640.1| Laccase-1,Harpegnathos saltator,484.1558628,129.3829406,354.7729222,-225.3899816,all others,1,0,3.14625,Sinv only,0.0583
XLOC_017168,NA,,,70.76408314,17.7467503,53.01733284,-35.27058254,all others,0,0,3.140416667,neither,NA
XLOC_017169,NA,,,1231.861685,540.1262481,691.7354366,-151.6091886,all others,0,0,5.643333333,neither,NA
XLOC_017170,NA,,,730.831932,429.884641,300.9472909,128.9373501,all others,0,0,1.939166667,neither,NA
XLOC_017171,NA,,,243.2909397,18.69239195,224.5985478,-205.9061558,all others,0,0,8.94,neither,NA
XLOC_017172,3.36E-83,gi|332026149|gb|EGI66297.1| Fatty acid synthase,Acromyrmex echinatior,448.2327797,213.3373071,234.8954725,-21.55816539,all others,0,0,5.015,neither,NA
XLOC_017173,0,gi|332030161|gb|EGI69955.1| Putative ubiquitin carboxyl-terminal hydrolase FAF-X,Acromyrmex echinatior,674.3424165,272.7435962,401.5988203,-128.8552241,all others,1,1,13.09666667,both,0.0382
XLOC_017174,0,gi|307205766|gb|EFN83996.1| Hydroxyacid oxidase 1,Harpegnathos saltator,1289.931363,685.110366,604.8209967,80.28936933,all others,1,1,7.88625,both,0.0153
XLOC_017175,7.89E-136,gi|332030163|gb|EGI69957.1| Sentrin-specific protease 8,Acromyrmex echinatior,282.7219952,117.0392748,165.6827204,-48.64344565,all others,0,0,3.707916667,neither,NA
XLOC_017177,NA,,,169.9653266,71.5355194,98.42980717,-26.89428777,all others,0,0,1.691666667,neither,NA
XLOC_017178,NA,,,878.8723817,476.331354,402.5410277,73.79032623,all others,0,0,3.738333333,neither,NA
XLOC_017179,1.64E-102,gi|332016324|gb|EGI57237.1| PRA1 family protein 3,Acromyrmex echinatior,1536.308724,854.8826868,681.4260371,173.4566497,all others,1,1,60.64166667,both,0.1182
XLOC_017180,0,gi|332016322|gb|EGI57235.1| HAUS augmin-like complex subunit 3,Acromyrmex echinatior,1064.532795,117.8979616,946.6348336,-828.736872,all others,1,1,4.80125,both,0.2326
XLOC_017181,0,gi|307191169|gb|EFN74867.1| UBX domain-containing protein 7,Camponotus floridanus,654.5535062,333.7632303,320.7902759,12.97295441,all others,1,0,7.08,Sinv only,0.091
XLOC_017182,0,gi|307167394|gb|EFN60982.1| Apoptotic protease-activating factor 1,Camponotus floridanus,807.1423081,455.0305264,352.1117817,102.9187446,all others,1,1,5.622916667,both,0.3478
XLOC_017183,4.14E-29,gi|307176250|gb|EFN65881.1| Protein phosphatase 1L,Camponotus floridanus,267.9965714,92.37385695,175.6227144,-83.24885745,all others,1,0,7.697083333,Sinv only,0.3248
XLOC_017184,NA,,,553.7116227,301.3498489,252.3617739,48.98807501,nurse,0,0,4.64625,neither,NA
XLOC_017185,NA,,,224.2567655,43.04717488,181.2095906,-138.1624158,all others,0,0,1.55375,neither,NA
XLOC_017186,6.32E-91,gi|145220605|gb|ABP48078.1| putative gag-pol protein,Drosophila ananassae,293.7436885,152.543779,141.1999095,11.34386957,all others,0,0,7.366666667,neither,NA
XLOC_017187,NA,,,495.6535576,224.9499553,270.7036023,-45.75364696,all others,0,0,1.053333333,neither,NA
XLOC_017188,1.75E-16,gi|307211070|gb|EFN87313.1| Protein FAM13A1,Harpegnathos saltator,706.3581815,415.8126681,290.5455134,125.2671547,all others,0,1,12.82333333,Amel only,NA
XLOC_017189,2.58E-105,"gi|307178146|gb|EFN66954.1| 2-oxoglutarate dehydrogenase E1 component, mitochondrial",Camponotus floridanus,862.1572518,94.65376651,767.5034853,-672.8497188,all others,0,0,198.2008333,neither,NA
XLOC_017190,0,gi|332017154|gb|EGI57953.1| Protein FAM13A,Acromyrmex echinatior,412.9526176,157.3988334,255.5537842,-98.15495078,all others,1,1,53.38375,both,0.0937
XLOC_017191,NA,,,136.3078739,47.1309191,89.1769548,-42.0460357,all others,0,0,1.112083333,neither,NA
XLOC_017192,6.11E-20,"gi|307202629|gb|EFN81950.1| Dynein light chain 1, axonemal",Harpegnathos saltator,1348.47158,777.5936083,570.8779714,206.7156369,all others,1,1,9.817916667,both,0.2622
XLOC_017194,0,gi|332020115|gb|EGI60561.1| Sodium-driven chloride bicarbonate exchanger,Acromyrmex echinatior,1230.588492,687.7269516,542.8615408,144.8654108,all others,0,1,34.91666667,Amel only,NA
XLOC_017195,NA,,,555.9172527,276.0845193,279.8327335,-3.748214195,all others,0,0,5.14125,neither,NA
XLOC_017196,1.36E-153,gi|332018244|gb|EGI58849.1| Calcium/calmodulin-dependent protein kinase kinase 2,Acromyrmex echinatior,481.2885852,196.7164871,284.5720981,-87.85561102,all others,0,0,30.23916667,neither,NA
XLOC_017197,NA,,,321.6047849,109.1862265,212.4185584,-103.2323319,all others,0,0,2.05125,neither,NA
XLOC_017198,NA,,,719.9480116,422.84154,297.1064717,125.7350683,all others,0,0,5.757916667,neither,NA
XLOC_017199,3.93E-110,gi|332030722|gb|EGI70398.1| Uncharacterized protein,Acromyrmex echinatior,1180.413941,584.7383151,595.6756258,-10.93731066,all others,1,1,4.750416667,both,0.3475
XLOC_017200,8.51E-12,gi|307184007|gb|EFN70565.1| Histone H3,Camponotus floridanus,1360.628412,157.6950715,1202.933341,-1045.238269,all others,1,0,5.715833333,Sinv only,0.0098
XLOC_017201,NA,,,1067.525816,623.9241387,443.6016769,180.3224618,all others,0,0,1.783333333,neither,NA
XLOC_017202,0,gi|332022561|gb|EGI62863.1| DNA primase large subunit,Acromyrmex echinatior,91.92719853,16.34146994,75.58572859,-59.24425865,all others,1,0,3.573333333,Sinv only,0.2433
XLOC_017203,3.02E-82,gi|332022562|gb|EGI62864.1| Putative palmitoyltransferase ZDHHC5,Acromyrmex echinatior,104.9585198,18.79324947,86.16527029,-67.37202082,all others,0,1,11.89291667,Amel only,NA
XLOC_017204,0,gi|332028292|gb|EGI68339.1| Zinc finger protein 91,Acromyrmex echinatior,206.0132403,89.1852771,116.8279632,-27.64268608,all others,0,0,2.828333333,neither,NA
XLOC_017206,NA,,,129.3690159,55.12250581,74.24651005,-19.12400423,all others,0,0,1.07375,neither,NA
XLOC_017207,NA,,,592.8608309,262.9403119,329.920519,-66.98020714,all others,0,0,4.987083333,neither,NA
